	window	SMA_cbio_all	SMA_clinvar_all	cbio-clinvar	0line	difference_square	2.5SD	-2.5SD	max	min
0	25	0.030303030303030304	0.0	0.030303030303030304	0	0.0009182736455463729	0.13800277760729146	-0.13800277760729146	0.5	-0.5
1	26	0.030303030303030304	0.0	0.030303030303030304	0	0.0009182736455463729	0.13800277760729146	-0.13800277760729146	0.5	-0.5
2	27	0.030303030303030304	0.0	0.030303030303030304	0	0.0009182736455463729	0.13800277760729146	-0.13800277760729146	0.5	-0.5
3	28	0.030303030303030304	0.0	0.030303030303030304	0	0.0009182736455463729	0.13800277760729146	-0.13800277760729146	0.5	-0.5
4	29	0.030303030303030304	0.0	0.030303030303030304	0	0.0009182736455463729	0.13800277760729146	-0.13800277760729146	0.5	-0.5
5	30	0.030303030303030304	0.0	0.030303030303030304	0	0.0009182736455463729	0.13800277760729146	-0.13800277760729146	0.5	-0.5
6	31	0.030303030303030304	0.0	0.030303030303030304	0	0.0009182736455463729	0.13800277760729146	-0.13800277760729146	0.5	-0.5
7	32	0.030303030303030304	0.0	0.030303030303030304	0	0.0009182736455463729	0.13800277760729146	-0.13800277760729146	0.5	-0.5
8	33	0.030303030303030304	0.0	0.030303030303030304	0	0.0009182736455463729	0.13800277760729146	-0.13800277760729146	0.5	-0.5
9	34	0.030303030303030304	0.0	0.030303030303030304	0	0.0009182736455463729	0.13800277760729146	-0.13800277760729146	0.5	-0.5
10	35	0.030303030303030304	0.03225806451612903	-0.0019550342130987275	0	3.822158774386561e-06	0.13800277760729146	-0.13800277760729146	0.5	-0.5
11	36	0.030303030303030304	0.03225806451612903	-0.0019550342130987275	0	3.822158774386561e-06	0.13800277760729146	-0.13800277760729146	0.5	-0.5
12	37	0.030303030303030304	0.03225806451612903	-0.0019550342130987275	0	3.822158774386561e-06	0.13800277760729146	-0.13800277760729146	0.5	-0.5
13	38	0.030303030303030304	0.03225806451612903	-0.0019550342130987275	0	3.822158774386561e-06	0.13800277760729146	-0.13800277760729146	0.5	-0.5
14	39	0.030303030303030304	0.03225806451612903	-0.0019550342130987275	0	3.822158774386561e-06	0.13800277760729146	-0.13800277760729146	0.5	-0.5
15	40	0.030303030303030304	0.03225806451612903	-0.0019550342130987275	0	3.822158774386561e-06	0.13800277760729146	-0.13800277760729146	0.5	-0.5
16	41	0.015151515151515152	0.03225806451612903	-0.01710654936461388	0	0.0002926340311639715	0.13800277760729146	-0.13800277760729146	0.5	-0.5
17	42	0.015151515151515152	0.03225806451612903	-0.01710654936461388	0	0.0002926340311639715	0.13800277760729146	-0.13800277760729146	0.5	-0.5
18	43	0.07575757575757576	0.0967741935483871	-0.021016617790811334	0	0.0004416982233650475	0.13800277760729146	-0.13800277760729146	0.5	-0.5
19	44	0.07575757575757576	0.12903225806451613	-0.053274682306940366	0	0.002838191774905425	0.13800277760729146	-0.13800277760729146	0.5	-0.5
20	45	0.07575757575757576	0.12903225806451613	-0.053274682306940366	0	0.002838191774905425	0.13800277760729146	-0.13800277760729146	0.5	-0.5
21	46	0.07575757575757576	0.12903225806451613	-0.053274682306940366	0	0.002838191774905425	0.13800277760729146	-0.13800277760729146	0.5	-0.5
22	47	0.07575757575757576	0.12903225806451613	-0.053274682306940366	0	0.002838191774905425	0.13800277760729146	-0.13800277760729146	0.5	-0.5
23	48	0.07575757575757576	0.12903225806451613	-0.053274682306940366	0	0.002838191774905425	0.13800277760729146	-0.13800277760729146	0.5	-0.5
24	49	0.07575757575757576	0.12903225806451613	-0.053274682306940366	0	0.002838191774905425	0.13800277760729146	-0.13800277760729146	0.5	-0.5
25	50	0.07575757575757576	0.12903225806451613	-0.053274682306940366	0	0.002838191774905425	0.13800277760729146	-0.13800277760729146	0.5	-0.5
26	51	0.07575757575757576	0.12903225806451613	-0.053274682306940366	0	0.002838191774905425	0.13800277760729146	-0.13800277760729146	0.5	-0.5
27	52	0.07575757575757576	0.12903225806451613	-0.053274682306940366	0	0.002838191774905425	0.13800277760729146	-0.13800277760729146	0.5	-0.5
28	53	0.07575757575757576	0.12903225806451613	-0.053274682306940366	0	0.002838191774905425	0.13800277760729146	-0.13800277760729146	0.5	-0.5
29	54	0.07575757575757576	0.12903225806451613	-0.053274682306940366	0	0.002838191774905425	0.13800277760729146	-0.13800277760729146	0.5	-0.5
30	55	0.07575757575757576	0.12903225806451613	-0.053274682306940366	0	0.002838191774905425	0.13800277760729146	-0.13800277760729146	0.5	-0.5
31	56	0.09090909090909091	0.12903225806451613	-0.038123167155425214	0	0.0014533758739604919	0.13800277760729146	-0.13800277760729146	0.5	-0.5
32	57	0.09090909090909091	0.12903225806451613	-0.038123167155425214	0	0.0014533758739604919	0.13800277760729146	-0.13800277760729146	0.5	-0.5
33	58	0.09090909090909091	0.12903225806451613	-0.038123167155425214	0	0.0014533758739604919	0.13800277760729146	-0.13800277760729146	0.5	-0.5
34	59	0.09090909090909091	0.12903225806451613	-0.038123167155425214	0	0.0014533758739604919	0.13800277760729146	-0.13800277760729146	0.5	-0.5
35	60	0.09090909090909091	0.12903225806451613	-0.038123167155425214	0	0.0014533758739604919	0.13800277760729146	-0.13800277760729146	0.5	-0.5
36	61	0.09090909090909091	0.12903225806451613	-0.038123167155425214	0	0.0014533758739604919	0.13800277760729146	-0.13800277760729146	0.5	-0.5
37	62	0.10606060606060606	0.12903225806451613	-0.022971652003910062	0	0.0005276967957887451	0.13800277760729146	-0.13800277760729146	0.5	-0.5
38	63	0.10606060606060606	0.12903225806451613	-0.022971652003910062	0	0.0005276967957887451	0.13800277760729146	-0.13800277760729146	0.5	-0.5
39	64	0.10606060606060606	0.12903225806451613	-0.022971652003910062	0	0.0005276967957887451	0.13800277760729146	-0.13800277760729146	0.5	-0.5
40	65	0.10606060606060606	0.12903225806451613	-0.022971652003910062	0	0.0005276967957887451	0.13800277760729146	-0.13800277760729146	0.5	-0.5
41	66	0.09090909090909091	0.12903225806451613	-0.038123167155425214	0	0.0014533758739604919	0.13800277760729146	-0.13800277760729146	0.5	-0.5
42	67	0.09090909090909091	0.12903225806451613	-0.038123167155425214	0	0.0014533758739604919	0.13800277760729146	-0.13800277760729146	0.5	-0.5
43	68	0.09090909090909091	0.12903225806451613	-0.038123167155425214	0	0.0014533758739604919	0.13800277760729146	-0.13800277760729146	0.5	-0.5
44	69	0.09090909090909091	0.12903225806451613	-0.038123167155425214	0	0.0014533758739604919	0.13800277760729146	-0.13800277760729146	0.5	-0.5
45	70	0.09090909090909091	0.12903225806451613	-0.038123167155425214	0	0.0014533758739604919	0.13800277760729146	-0.13800277760729146	0.5	-0.5
46	71	0.09090909090909091	0.12903225806451613	-0.038123167155425214	0	0.0014533758739604919	0.13800277760729146	-0.13800277760729146	0.5	-0.5
47	72	0.09090909090909091	0.12903225806451613	-0.038123167155425214	0	0.0014533758739604919	0.13800277760729146	-0.13800277760729146	0.5	-0.5
48	73	0.09090909090909091	0.12903225806451613	-0.038123167155425214	0	0.0014533758739604919	0.13800277760729146	-0.13800277760729146	0.5	-0.5
49	74	0.09090909090909091	0.12903225806451613	-0.038123167155425214	0	0.0014533758739604919	0.13800277760729146	-0.13800277760729146	0.5	-0.5
50	75	0.09090909090909091	0.12903225806451613	-0.038123167155425214	0	0.0014533758739604919	0.13800277760729146	-0.13800277760729146	0.5	-0.5
51	76	0.09090909090909091	0.12903225806451613	-0.038123167155425214	0	0.0014533758739604919	0.13800277760729146	-0.13800277760729146	0.5	-0.5
52	77	0.09090909090909091	0.12903225806451613	-0.038123167155425214	0	0.0014533758739604919	0.13800277760729146	-0.13800277760729146	0.5	-0.5
53	78	0.09090909090909091	0.12903225806451613	-0.038123167155425214	0	0.0014533758739604919	0.13800277760729146	-0.13800277760729146	0.5	-0.5
54	79	0.09090909090909091	0.12903225806451613	-0.038123167155425214	0	0.0014533758739604919	0.13800277760729146	-0.13800277760729146	0.5	-0.5
55	80	0.10606060606060606	0.12903225806451613	-0.022971652003910062	0	0.0005276967957887451	0.13800277760729146	-0.13800277760729146	0.5	-0.5
56	81	0.12121212121212122	0.12903225806451613	-0.00782013685239491	0	6.115454039018497e-05	0.13800277760729146	-0.13800277760729146	0.5	-0.5
57	82	0.12121212121212122	0.12903225806451613	-0.00782013685239491	0	6.115454039018497e-05	0.13800277760729146	-0.13800277760729146	0.5	-0.5
58	83	0.12121212121212122	0.12903225806451613	-0.00782013685239491	0	6.115454039018497e-05	0.13800277760729146	-0.13800277760729146	0.5	-0.5
59	84	0.12121212121212122	0.12903225806451613	-0.00782013685239491	0	6.115454039018497e-05	0.13800277760729146	-0.13800277760729146	0.5	-0.5
60	85	0.12121212121212122	0.0967741935483871	0.02443792766373412	0	0.0005972123084979014	0.13800277760729146	-0.13800277760729146	0.5	-0.5
61	86	0.12121212121212122	0.0967741935483871	0.02443792766373412	0	0.0005972123084979014	0.13800277760729146	-0.13800277760729146	0.5	-0.5
62	87	0.12121212121212122	0.0967741935483871	0.02443792766373412	0	0.0005972123084979014	0.13800277760729146	-0.13800277760729146	0.5	-0.5
63	88	0.12121212121212122	0.0967741935483871	0.02443792766373412	0	0.0005972123084979014	0.13800277760729146	-0.13800277760729146	0.5	-0.5
64	89	0.12121212121212122	0.0967741935483871	0.02443792766373412	0	0.0005972123084979014	0.13800277760729146	-0.13800277760729146	0.5	-0.5
65	90	0.12121212121212122	0.0967741935483871	0.02443792766373412	0	0.0005972123084979014	0.13800277760729146	-0.13800277760729146	0.5	-0.5
66	91	0.12121212121212122	0.0967741935483871	0.02443792766373412	0	0.0005972123084979014	0.13800277760729146	-0.13800277760729146	0.5	-0.5
67	92	0.15151515151515152	0.0967741935483871	0.054740957966764425	0	0.00299657247911907	0.13800277760729146	-0.13800277760729146	0.5	-0.5
68	93	0.09090909090909091	0.03225806451612903	0.05865102639296188	0	0.003439942896947911	0.13800277760729146	-0.13800277760729146	0.5	-0.5
69	94	0.09090909090909091	0.03225806451612903	0.05865102639296188	0	0.003439942896947911	0.13800277760729146	-0.13800277760729146	0.5	-0.5
70	95	0.09090909090909091	0.03225806451612903	0.05865102639296188	0	0.003439942896947911	0.13800277760729146	-0.13800277760729146	0.5	-0.5
71	96	0.09090909090909091	0.03225806451612903	0.05865102639296188	0	0.003439942896947911	0.13800277760729146	-0.13800277760729146	0.5	-0.5
72	97	0.09090909090909091	0.03225806451612903	0.05865102639296188	0	0.003439942896947911	0.13800277760729146	-0.13800277760729146	0.5	-0.5
73	98	0.09090909090909091	0.03225806451612903	0.05865102639296188	0	0.003439942896947911	0.13800277760729146	-0.13800277760729146	0.5	-0.5
74	99	0.09090909090909091	0.03225806451612903	0.05865102639296188	0	0.003439942896947911	0.13800277760729146	-0.13800277760729146	0.5	-0.5
75	100	0.09090909090909091	0.06451612903225806	0.02639296187683285	0	0.0006965884366319521	0.13800277760729146	-0.13800277760729146	0.5	-0.5
76	101	0.09090909090909091	0.06451612903225806	0.02639296187683285	0	0.0006965884366319521	0.13800277760729146	-0.13800277760729146	0.5	-0.5
77	102	0.09090909090909091	0.06451612903225806	0.02639296187683285	0	0.0006965884366319521	0.13800277760729146	-0.13800277760729146	0.5	-0.5
